year,month,day,country,title,text,hazard-category,product-category,hazard,product
2019,8,2,us,Recalled PreGel Lemon 50 Flavoring Lot Contains Undisclosed Milk Allergen,"PreGel America, Inc. is initiating a voluntary recall of a specific lot of Lemon 50 powdered flavoring due to the presence of undeclared milk.  This recall affects a single lot number, 381081U279N, distributed across North America and internationally.  The product, packaged in 2kg bags, was produced on April 18, 2018, with a best-before date of April 17, 2020.  Consumers with milk allergies or sensitivities are advised to immediately discontinue use of this product.  The affected lot number can be identified on the back of the packaging.  No other PreGel products or Lemon 50 lots are involved in this recall.  Consumers and businesses possessing this lot should contact PreGel America at 704-707-0655 for instructions on return and replacement or credit.  The recall is initiated after testing confirmed milk presence, despite the absence of labeling declaring milk. PreGel is cooperating fully with the FDA throughout this process. The company will cover the costs of returning the affected product.  Contact information for additional questions and inquiries is provided.",allergens,food additives and flavourings,milk and products thereof,flavours
2020,10,15,uk,Recall Alert: Suspected Mislabeling of Sweetener Product at Lidl GB,"Lidl GB is issuing a recall for a batch of Cologran sweetener tablets due to a potential labeling error.  The product, Cologran Sucralose Sweetener Tablets, batch codes L 00083 A, L00083 B, and L00149 A, with best before dates in January and February 2023, may contain undeclared aspartame (E951). This presents a potential health risk to individuals with phenylketonuria (PKU). Affected products should not be consumed.  Customers with PKU should return the product to the Lidl GB store where purchased for a full refund. Store-based notices are in place to inform customers of the recall. This recall is in response to suspected fraud relating to product labeling inaccuracies impacting food additives and flavorings. The Food Standards Agency (FSA) is involved in addressing the situation.",fraud,food additives and flavourings,undeclared additive,sweeteners
2019,8,2,us,Recalled PreGel Lemon 50 Flavoring Lot Contains Undeclared Milk,"PreGel America, Inc. is recalling a specific lot of Lemon 50 powdered flavoring due to the presence of undeclared milk.  This recall affects a single lot number (381081U279N) distributed across North America and internationally.  The recalled product, packaged in 2 kg bags, was manufactured on April 18, 2018, with a best-before date of April 17, 2020.  Consumers who have purchased this lot should immediately cease consumption and contact PreGel for further instructions.  This recall is being coordinated with the FDA.  Affected businesses should return the product to PreGel's North American headquarters for replacement or credit.  PreGel will cover the cost of return shipping.  For inquiries or returns, call 704-707-0655 or email QA@pregelamerica.com, Monday through Friday, 8:00 AM to 5:00 PM EST.  No adverse events have been reported to date.",allergens,food additives and flavourings,milk and products thereof,flavours
2021,7,27,ie,Poland Food Recall: Morliny Bacon Product Contains Ethylene Oxide,"A recall has been initiated for a specific batch of Morliny Bacon z Komina (batch code 3250607933, use-by date 28.07.2021).  The product, originating in Poland, contains an unauthorised pesticide, ethylene oxide, detected in a batch of locust bean gum (E410) used as a food additive.  While acute health risks are considered low, prolonged exposure to ethylene oxide may pose a concern. Consumers are advised to discard any affected products.  The affected product is a type of food additive or flavouring and has been linked to emulsifiers, stabilizers, thickeners, and gelling agents. This incident falls under a category 2 hazard alert.  Detailed information and advice is available from official channels.",chemical,food additives and flavourings,unauthorised substance ethylene oxide,"emulsifiers, stabilizers, thickeners and gelling agents"
2018,5,11,uk,Urgent Recall: Copper Contamination in Rolkem Food Coloring Products,"Rolkem Special Rose Gold and Super Gold food coloring products are being recalled due to elevated copper levels.  This affects all sizes and batches of both products, regardless of their 'best before' dates.  Consumption of food items decorated with these colors may cause short-term health effects including nausea, vomiting, and abdominal pain.  Affected customers should immediately discontinue use and return the product to the store of purchase for a full refund.  Point-of-sale notices are being distributed at all retail locations.  No other products from the Fabricake Sugarcraft Limited line are currently affected.  This recall is a precautionary measure due to potential health risks associated with copper contamination.  The Hazard Category is Chemical and the Product Category is Food Additives and Flavorings. The specific hazard is a high concentration of copper in the food coloring products.  The affected product type is food coloring, specifically the food colorings from the Rolkem brand.",chemical,food additives and flavourings,high content of copper,colours
2021,7,29,hk,Hong Kong Food Safety Alert: Recall of Stabilizers Containing Unauthorized Ethylene Oxide,"The Centre for Food Safety (CFS) in Hong Kong has issued a critical warning regarding several imported food stabilizers containing unauthorized ethylene oxide.  The CFS received notification from the European Commission's Rapid Alert System for Food and Feed (RASFF) about the presence of this pesticide in locust bean gum used in specific batches of imported products.  Consumers are urged to immediately cease consumption of the following products and contact the appropriate importers listed below for details and a full recall.  Affected products include stabilizers and thickeners.  Detailed information including product names, brands, batch numbers, best-before dates, and importer contact information is listed below, and affected products are subject to immediate recall.  The CFS emphasizes the importance of food safety and will continue to investigate this incident and take further necessary steps.  Public health is paramount. 

**Affected Products and Importers**

* **Product 1:** Super Neutrose (Louis Francois), various batches (174A0, 205B0, 290B0, 7D1) - Best before dates range from June 2022 to January 2023. Importer: Classic Fine Foods (Hong Kong) Limited - Hotline: 2612 2066
* **Product 2:** Stab 2000 (Louis Francois), Batch 322C9 - Best before date November 2021. Importers: Classic Fine Foods (Hong Kong) Limited (Hotline: 2612 2066), Foodgears Industrial International Limited (Hotline: 3999 5706), Maxly Food Company Limited (Hotline: 2552 7128)

**Consumers and Businesses:** If you have purchased any of these products, do not consume them.  Businesses possessing these products should immediately cease sale and usage. Contact the relevant importer listed above during business hours for further information about this recall. The CFS strongly recommends that consumers dispose of any affected products in accordance with local waste disposal regulations.

**Hazard Category:** Chemical
**Product Category:** Food additives and flavourings
**Hazard:** Unauthorized substance ethylene oxide
**Product:** Emulsifiers, stabilizers, thickeners and gelling agents",chemical,food additives and flavourings,unauthorised substance ethylene oxide,"emulsifiers, stabilizers, thickeners and gelling agents"
2020,9,28,uk,Urgent Recall of Flavored Sweetener Product - Potential Fraudulent Ingredients,"A recent investigation has uncovered a potential fraud concerning a batch of flavored sweeteners sold at Lidl GB stores.  The product, Cologran Stevia Sweetener Tablets, is under recall due to the undeclared presence of an additive.  This potentially harmful ingredient, a hidden additive of aspartame (E951), poses a significant risk to consumers with phenylketonuria (PKU).  Specifically, batch code L 91424 C, with a best before date of December 2022, is impacted.  Consumers who purchased these tablets are urged to immediately cease consumption and contact their local Lidl GB store for a full refund and return instructions.  Point-of-sale notices have been implemented at all relevant stores to inform customers of the recall and appropriate actions.  The Food Standards Agency has issued a formal Product Recall notice (Ref: FSA-PRIN-45-2020).  Consumers should be aware that undeclared ingredients in food products can pose serious health risks and must be reported and remedied immediately.  This product falls under the broader category of food additives and flavourings.  The company is cooperating fully with authorities to address this issue. The complete recall details can be found in the attached notice.",fraud,food additives and flavourings,undeclared additive,sweeteners
2021,7,29,hk,Hong Kong Food Safety Alert: Recall of French Stabilizers Containing Unlicensed Pesticide,"The Centre for Food Safety (CFS) in Hong Kong has issued a public health alert regarding potentially contaminated food stabilizers imported from France.  Ethylene oxide, a pesticide not approved for use in the EU, was detected in locust bean gum used in several batches of these products.  The CFS has advised immediate removal and cessation of sales for the affected products.  Consumers are urged to check their pantries for potentially affected items and contact the relevant importers for details on the recall.   

**Affected Products:**

* **Product Name:** Super Neutrose, Stab 2000
* **Brand:** Louis Francois
* **Country of Origin:** France
* **Importers:** Classic Fine Foods (Hong Kong) Limited, Foodgears Industrial International Limited, Maxly Food Company Limited

**Batch Numbers & Best Before Dates (Please note specific dates/batches):**  Refer to the original notice for details.

This incident underscores the importance of continuous monitoring and verification of imported food products, ensuring compliance with regional standards and consumer safety.  The CFS is continuing to investigate the situation and will update the public as necessary.",chemical,food additives and flavourings,unauthorised substance ethylene oxide,"emulsifiers, stabilizers, thickeners and gelling agents"
2018,5,11,uk,Urgent Recall of Edible Colors: Potential Health Risk,"A critical recall has been initiated for two food coloring products, Rolkem Special Rose Gold and Rolkem Super Gold, manufactured by Fabricake Sugarcraft Limited.  These colors, intended for decorating food items, have been identified as containing elevated levels of copper, posing potential health risks.  The recall encompasses all sizes, batch codes, and expiration dates of both products.  Affected consumers are urged to immediately cease consumption and return the product to the place of purchase for a full refund.  Symptoms associated with copper poisoning, including nausea, vomiting, and abdominal pain, may occur after consumption. Consumers with concerns should consult a healthcare professional. Detailed instructions and a consumer notice are available at the affected retail locations and online.  This recall is due to a chemical hazard, specifically a high copper content, in food additives and flavorings.  The FSA has issued a formal recall notice for action.  Further information is available at FSA-PRIN-27-2018.",chemical,food additives and flavourings,high content of copper,colours
2021,7,27,ie,Food Recall: Morliny Bacon Product Contains Unauthorized Ethylene Oxide,"A recall has been initiated for a specific batch of Morliny Bacon z Komina due to the presence of the unauthorized pesticide ethylene oxide. The affected product, Morliny Boczek z Komina, in variable weights (300-500g) with batch code 3250607933 and a use-by date of 28.07.2021, originates from Poland.  The contamination stems from the locust bean gum (E410) additive used in the product's production.  Ethylene oxide is not permitted for use in food products within the EU but may be used in other countries.  While acute health risks are considered low, extended consumption of the contaminated product could pose a long-term health concern, so it's crucial to dispose of the recalled batch immediately.  This recall is classified as a Hazard Category: Chemical Incident, impacting Product Category: Food Additives and Flavorings.  The hazard is the presence of unauthorised substance ethylene oxide, specifically affecting emulsifiers, stabilizers, thickeners, and gelling agents.",chemical,food additives and flavourings,unauthorised substance ethylene oxide,"emulsifiers, stabilizers, thickeners and gelling agents"
2020,9,28,uk,Recall Notice: Potential Mislabeling of Sweetener Product,"A recent investigation has uncovered potential mislabeling of a sweetener product sold by Lidl GB.  The product, Cologran Stevia sweetener tablets (Batch code L 91424 C), may contain an undeclared additive posing a health risk to certain consumers.  Specifically, aspartame (E951) is not clearly indicated on the packaging, which is a violation of labeling regulations.  This product poses a potential risk to individuals with phenylketonuria (PKU).  Lidl GB is proactively recalling all affected stock from stores.  Full details on affected batches and return instructions are available at all Lidl GB stores.  Consumers with PKU who have purchased this product should not consume it and should return it to their point of purchase for a full refund.  This recall is a direct response to the potential hazard of undisclosed food additives in this product.  The investigation is ongoing and Lidl GB is cooperating fully with regulatory authorities to ensure the safety of its consumers.  Product Category: Food Additives; Hazard Category: Fraud; Hazard: Undeclared Additive; Product: Sweeteners",fraud,food additives and flavourings,undeclared additive,sweeteners
2021,6,29,hk,HK Supermarket Honey Recall Due to Unexpected Drug Residue,"A recent food safety investigation by the Centre for Food Safety (CFS) in Hong Kong has resulted in the recall of a batch of honey products.  Tests revealed an unapproved antibiotic, metronidazole, present in a sample of Select Winter Honey sold at a Yuen Long supermarket.  The affected honey, packaged in 1-kilogram bottles with a best-before date of January 10, 2023, is being recalled immediately by distributor PARKnSHOP (HK) Limited.  The CFS has contacted the retailer and initiated a full product trace to prevent further distribution of the contaminated honey.  Public health concerns regarding the presence of metronidazole prompted this urgent action.  Consumers who possess any affected bottles are advised to stop consumption and return them to the point of purchase for a refund.  Further details and a dedicated hotline (2606 8658) are available on the CFS website. The incident underscores the importance of rigorous food safety standards and ongoing vigilance by regulatory agencies.",chemical,honey and royal jelly,"antibiotics, vet drugs",honey
2022,7,19,us,Wholesale Online Honey Recall Due to Potential Allergen Contamination,"Wholesaleonline1.com is recalling a batch of honey products due to possible contamination with an undisclosed allergen.  The recalled product, packaged in black boxes containing 12 sachets of 15-gram honey, was sold online from March 2022 to July 2022.  The potentially contaminated honey is identified by varying expiration dates printed on the back of each sachet.  No adverse events have been reported to date.  Consumers who purchased the recalled product should immediately discontinue use and return it for a full refund by contacting MKS Enterprise, LLC at 59 Paulison Ave, Passaic, NJ 07055.   For further information or refund processing, customers may contact Wholesaleonline1.com at 201-206-0501 between 9 AM and 6 PM EDT, Monday through Friday.   Consumers experiencing any adverse reactions following consumption of this honey are advised to report them to the FDA's MedWatch program, either online or by contacting them via regular mail or fax.",chemical,honey and royal jelly,other,honey
2016,4,25,uk,Honeycomb Product Recall - Potential Undeclared Milk Allergen,"A recent product recall has been initiated by Ginco, affecting their 100g Chocolate Coated Honeycomb product.  Batch numbers L15320 (best before December 2016) and L16018 (best before July 2017) are implicated.  The recall is due to the undeclared presence of milk, posing a potential health risk to consumers with milk allergies or intolerances.  This particular recall involves a honey-based product, highlighting the importance of thorough allergen labeling. Customers who have purchased these batches are advised not to consume them and to return the product to the point of purchase.  Ginco has notified relevant allergy support groups and retailers, with a detailed recall notice available at [link].  No other Ginco products are currently under recall.",allergens,honey and royal jelly,milk and products thereof,honeycomb
2016,9,30,uk,Urgent Recall of Hilltop Honey Due to Potential Contamination,"Hilltop Honey is issuing a critical recall for several batches of Raw British Creamed Honey.  Initial investigations suggest a potential contamination risk within certain products.  Consumers are strongly advised not to consume any honey from the affected batches.  The recall encompasses five specific batches with various expiration dates: 16/04/2017, 29/05/2018, 11/06/2018, 14/06/2018, and 18/06/2018. The affected products are 340g glass jars of Raw British Creamed Honey.  Customers with these products are instructed to immediately cease consumption and return the jars to the place of purchase for a full refund or replacement.  Detailed information, including specific batch numbers, can be found on Hilltop Honey's website and the necessary return or replacement procedures are described there.  Contact information is also provided on the website for customers with questions or concerns. This recall is a proactive safety measure and is being handled in accordance with all relevant food safety regulations.",foreign bodies,honey and royal jelly,metal fragment,honey
2016,4,25,uk,Honeycomb Recall: Potential Allergen Risk,"A recent recall has been initiated for a batch of Ginco Honeycomb due to a critical labeling error.  The affected product, Chocolate Coated Honeycomb 100g, contains undeclared milk and soy, posing a significant health risk to individuals with allergies or intolerances to these ingredients.  Specifically, batches L15320 (best before December 2016) and L16018 (best before July 2017) are impacted.  Ginco has proactively removed the affected items from store shelves and is actively communicating the recall through dedicated notices within affected retail locations.  Customers who have purchased these items are advised to immediately cease consumption and return the product to the point of purchase.  Additional details, including the full recall notice, are available at [link to recall notice]. Ginco has also contacted relevant allergy support organizations to disseminate this information to their members.  No other Ginco products are currently under recall.  This incident highlights the importance of diligent allergen labeling and the necessity for consumers to check labels carefully before consuming any food products, particularly when known allergies are present.  Please remember, proper labeling prevents severe allergic reactions.",allergens,honey and royal jelly,milk and products thereof,honeycomb
2016,9,30,uk,Hilltop Honey Recall: Potential Metal Contamination,"Hilltop Honey has initiated a recall of specific batches of Raw British Creamed Honey due to a potential health risk.  The company discovered possible metal fragments within certain jars, necessitating the precaution.  Consumers are urged to immediately cease consumption of any affected products.  Affected batches are identified by their unique expiration dates.  Customers should contact Hilltop Honey directly or return the product to their point of purchase for a full refund or replacement.  Detailed recall information is available on Hilltop Honey's website, along with specific batch codes and expiration dates. Failure to comply could result in potential health issues.  This precautionary recall is in line with Food Standards Agency guidelines for food safety.",foreign bodies,honey and royal jelly,metal fragment,honey
2021,7,5,ca,Recall Notice: Honey Product Contamination with Antibiotic Residues,"Urgent Recall of El Rashidi El Mizan Honey Due to Unacceptable Drug Levels.  The Canadian Food Inspection Agency (CFIA) is issuing a recall of a specific batch of El Rashidi El Mizan Pure Natural Honey due to the presence of unsafe levels of antibiotics.  This recall affects 750g jars of honey with a production date of October 14, 2020, and an expiry date of October 14, 2022.  The UPC code is 6 223000 053270.  Consumers who have purchased this honey are urged to return it immediately.  The potentially unsafe product was distributed in Ontario retail locations.  Health concerns associated with the antibiotics may include allergic reactions and disruption of gut flora in susceptible individuals.  Consumers with any concerns should contact the CFIA directly for further information, or refer to the recall details posted on the agency's website.  This recall is due to a chemical hazard – Specifically, unauthorized antibiotic residues.  The affected product is natural honey, and the company involved is Noble Hope Import & Export.  Contact information is included in this notification.",chemical,honey and royal jelly,sulfamethazine unauthorised,natural honey
2016,9,30,uk,Urgent Recall: Hilltop Honey Jars Potentially Contaminated,"Hilltop Honey is issuing a crucial recall for five batches of their Raw British Creamed Honey due to a serious safety concern.  Preliminary findings indicate the presence of potentially hazardous material within some jars.  Consumers are strongly advised not to consume any of the affected products.  Immediate action is required to prevent any possible health risks.  The recalled batches bear specific batch codes and expiry dates, and a complete list is provided on Hilltop Honey's website.  Detailed instructions for returning affected products for replacement or a full refund are available on the company's website.  Customers with questions or concerns can contact customer support via phone at 01686 689027 or email at info@hilltop-honey.com.  The safety of our customers is our utmost priority.  Further details and a complete list of affected batches are available at www.hilltophony.com/recall. Please act swiftly to ensure your safety.",foreign bodies,honey and royal jelly,metal fragment,honey
2019,3,25,us,Recall Alert: Potential Sildenafil Contamination in Honey Product,"USA LESS is voluntarily recalling a batch of LEOPARD Miracle Honey due to the possible presence of undeclared sildenafil.  The FDA is aware of the recall.  This honey product, marketed as a sexual enhancement supplement, was distributed in the Northeast region of the United States.  The recall involves various packaging sizes and UPC codes. Consumers and retailers are urged to stop using and return any affected honey to USA LESS at PO Box 250-138, BROOKLYN, NY 11225.  Contact information for USA LESS is included in the recall notice.  Consumers with adverse reactions or questions should contact the FDA's MedWatch program or USA LESS directly.  This recall is not associated with any reported illnesses to date, but the presence of sildenafil without FDA approval presents a potential hazard for consumers.  The recall is due to the presence of an unauthorised substance, with the associated hazard category being chemical.  The product category is honey, not a dietary supplement.",chemical,honey and royal jelly,unauthorised substance sildenafil,honey
2016,4,25,uk,Honeycomb Product Recall Due to Undisclosed Dairy Ingredient,"A recent recall has been issued for a specific batch of Ginco honeycombs due to an undisclosed dairy component.  The affected product, Chocolate Coated Honeycomb 100g, contains milk proteins not declared on the packaging. This poses a potential health risk to individuals with dairy allergies or sensitivities.  Batches L15320 (expiry December 2016) and L16018 (expiry July 2017) are impacted.  Ginco has initiated a recall, contacting relevant allergy support groups and issuing notices to retailers.  Customers who have purchased these affected honeycombs are urged to return them to their point of purchase.  Further information, including the full recall notice, is accessible through the following link.  This recall underscores the critical importance of accurate allergen labeling to ensure consumer safety. No other Ginco products are currently implicated in this incident.",allergens,honey and royal jelly,milk and products thereof,honeycomb
2019,3,25,us,Recall Alert: Potentially Contaminated Honey Product from USA LESS,"USA LESS is issuing a voluntary recall of a specific honey product due to the presence of an undeclared pharmaceutical ingredient.  The affected product, LEOPARD Miracle Honey, may contain sildenafil, a medication used to treat erectile dysfunction.  The FDA's analysis determined the presence of sildenafil in this honey product.  This constitutes an unapproved drug, and thus a safety issue.  Consumers who have purchased this product are urged to immediately discontinue use and return it to USA LESS.  Detailed instructions and contact information for returns and inquiries are included below.

Product Details:

* Product Name: LEOPARD Miracle Honey
* UPC Codes: 8 699415 910534, 8 699415 912859
* Packaging: Wooden box containing 12 sachets (180 grams total)
* Distribution: Sold in the Northeastern USA to retailers and consumers through USA LESS.

Potential Risks:

Individuals taking nitrates (commonly prescribed for conditions such as diabetes, hypertension, high cholesterol, or heart disease) should avoid this product, as the presence of sildenafil, in combination with nitrates, may cause a dangerous drop in blood pressure.  Currently, no adverse reactions have been reported.

Return Instructions:

Consumers and retailers who possess the recalled product should cease its use immediately and return it to USA LESS at the following address: PO Box 250-138, BROOKLYN, NY 11225.

Contact Information:

For further information or inquiries about this recall, please contact USA LESS at 1-800-872-5377 (Monday-Friday, 9 AM-5 PM EST) or email USALESS@OPTONLINE.NET.

Adverse Event Reporting:

Any adverse reactions or quality problems encountered due to the use of this honey are required to be reported to the FDA via the MedWatch Adverse Event Reporting program at www.fda.gov/medwatch/report.htm or via regular mail or fax. Details on reporting procedures are available on the FDA website. 

This recall is being undertaken with the full cooperation and knowledge of the U.S. Food and Drug Administration.

Hazard Category: Chemical
Product Category: Honey
Hazard: Undeclared sildenafil.
Product: Honey",chemical,honey and royal jelly,unauthorised substance sildenafil,honey
2016,4,25,uk,Honeycomb Recall Due to Undeclared Dairy,"A recent recall has been issued for Ginco Honeycomb products due to undeclared dairy allergens.  Batch numbers L15320 (expiry December 2016) and L16018 (expiry July 2017) of the 100g Chocolate Coated Honeycomb are affected.  These products contain milk, a critical allergen, not properly listed on the packaging.  This poses a potential health risk to individuals with milk allergies or intolerances.  Customers are urged to return any affected products to the point of purchase.  Ginco has contacted relevant allergy support organizations and disseminated notices in affected retail locations.  No other Ginco products are currently under recall.  For more information, or to subscribe to allergy alerts, please visit [link to recall notice].  This recall underscores the importance of diligently checking product labels for allergen declarations before consumption.  This recall stems from a general hazard of undeclared allergens in food items.",allergens,honey and royal jelly,milk and products thereof,honeycomb
2021,6,29,hk,Hong Kong Honey Recall Due to Undisclosed Medication,"A recent routine food safety inspection by the Centre for Food Safety (CFS) in Hong Kong has uncovered a concerning issue involving a batch of Select Winter Honey.  The honey, distributed by PARKnSHOP (HK) Limited, was found to contain an undisclosed medication.  The specific medication, detected in a sample collected from a Yuen Long supermarket, requires further investigation.  This incident highlights the critical need for stringent quality control measures throughout the food supply chain. The CFS has issued a complete recall of the affected batch, identifying the product as ""Select Winter Honey,"" and advising vendors to immediately cease sales and distribution. Consumers who have purchased this product are urged to contact the CFS hotline at 2606 8658 or review the CFS website for further details and steps for returning the affected product for a full refund. The ongoing investigation will determine the source of contamination and the potential consequences for the involved parties.  Further announcements will be made as the investigation progresses.",chemical,honey and royal jelly,"antibiotics, vet drugs",honey
2021,6,29,hk,HK Supermarket Honey Recall Due to Antibiotic Contamination,"A recent routine food safety inspection by the Centre for Food Safety (CFS) in Hong Kong has revealed the presence of a veterinary antibiotic in a batch of Select Winter Honey.  The affected product, bottled honey from PARKnSHOP (HK) Limited, was discovered to contain metronidazole, a substance linked to potential health risks.  The contamination was detected at a level of 3.3 micrograms per kilogram in a sample collected from a Yuen Long supermarket.  This discovery prompted the immediate recall of the affected batch.  The vendor and distributor have been notified and instructed to cease sales of this product.  Consumers are advised to immediately stop consumption of any honey from this batch, identified by specific lot/batch number details available in a CFS press release.  The CFS will continue investigation into the source of the contamination, and the public can contact the CFS hotline for any inquiries (2606 8658).  Further updates and relevant details are available on the CFS website.  This is a significant development regarding food safety in Hong Kong.",chemical,honey and royal jelly,"antibiotics, vet drugs",honey
2017,11,3,ca,Mondelez Canada Recalls Honey-Flavored Biscuits Due to Unpleasant Odor,"Mondelez Canada Inc. is recalling certain lots of Christie Honey Teddy Grahams due to potential off-flavors and aromas.  The recall, issued on November 3, 2017, affects two specific product sizes and UPC codes.  Consumers who have purchased these products are advised to return them to the place of purchase for a full refund.  This voluntary recall is not indicative of current safety standards of other Christie products, and all quality control processes are being reviewed.  Consumers with questions or concerns can contact Mondelez Canada Inc. directly or refer to the official CFIA recall notice for more details. The affected products are 225g bags and 6 x 30g packs of Honey Teddy Grahams.  The recall specifically addresses issues with perceived rancidity.  This issue is classified as an organoleptic hazard.  Additional information, including contact details for consumer inquiries and media representatives, can be found on the CFIA website.",organoleptic aspects,honey and royal jelly,altered organoleptic characteristics,honey
2022,7,19,us,Wholesale Online Honey Recall Due to Potential Allergen,"Wholesaleonline1.com is issuing a voluntary recall of a batch of honey, sold between March 2022 and July 2022, due to a potential presence of an unlisted allergen.  Initial laboratory analysis suggests the presence of a previously undisclosed protein that may cause allergic reactions in susceptible individuals.  The recalled honey is packaged in black boxes containing 12 sachets of 15 grams each.  Expiration dates are printed on the back. Customers who purchased this honey are urged to discontinue use immediately and contact Wholesaleonline1.com at 201-206-0501 between 9 AM and 6 PM (EDT) for a full refund and information.  Consumers who have experienced any allergic symptoms after consuming this honey should contact their physician and file a report with the FDA.  The recall was initiated based on recent customer complaints concerning potential allergic reactions.  The product was distributed throughout the United States.   No serious adverse effects have been reported so far.",chemical,honey and royal jelly,other,honey
2016,9,30,uk,Urgent Recall: Hilltop Honey Jars Contaminated with Metal Shrapnel,"Hilltop Honey is issuing an immediate recall for five batches of their Raw British Creamed Honey due to a serious contamination hazard.  Analysis reveals potentially harmful metal fragments within the product, posing a significant health risk.  Consumers are urged to immediately discontinue use and contact the company for instructions on safe disposal and compensation.  The affected batches are identified by specific expiration dates and should be returned to the point of purchase. Failure to comply could lead to severe consequences.  Full details regarding the affected batches, including batch codes and expiration dates, are included in the attached notice.   The Food Standards Agency is aware of the incident.  Hilltop Honey is committed to protecting public health and ensuring the safety of its products. Contact: 01686 689027 or info@hilltop-honey.com.",foreign bodies,honey and royal jelly,metal fragment,honey
2016,10,12,uk,Precautionary Recall of Hilltop Honey Jars Due to Potential Contamination,"Hilltop Honey has initiated a precautionary recall of specific batches of its honey product, Raw British Creamed Honey.  The recall encompasses jars with differing expiration dates.  Consumers are urged not to consume affected products, which may contain foreign material. The presence of potential metal fragments poses a risk to consumers. Customers are advised to return the affected jars to the point of purchase or contact Hilltop Honey directly for a full refund or replacement.  Detailed batch codes and expiration dates are available on the company website.  This recall is in compliance with Food Standards Agency guidelines for addressing potential food safety issues.",foreign bodies,honey and royal jelly,metal fragment,honey
2016,10,12,uk,Urgent Recall: Hilltop Honey Jar Contamination,"Hilltop Honey is issuing a crucial recall for certain batches of their Raw British Creamed Honey due to a significant contamination concern.  A recent review of product quality control has uncovered the potential presence of harmful debris within some jars.  This necessitates the immediate removal of these specific batches from circulation.  Affected jars are 340g glass jars of Raw British Creamed Honey with batch codes associated with the following expiry dates: 16/04/2017, 22/04/2018, 29/05/2018, 11/06/2018, 14/06/2018, and 18/06/2018.  Consumers are urged not to consume these products.  For affected product, please contact Hilltop Honey directly at 01686 689027 or info@hilltop-honey.com for instructions on product return and a full refund or replacement.  Full details of the recall and guidance for returning products are available on Hilltop Honey's website.  Consumers are encouraged to be vigilant and to thoroughly inspect any Hilltop Honey products prior to consumption if any concerns exist.  The safety of our customers is our top priority, and we encourage any potentially affected individuals to take action immediately to avoid possible health risks.",foreign bodies,honey and royal jelly,metal fragment,honey
2017,11,3,ca,Mondelez Canada Recalls Certain Honey Products Due to Potential Allergen Cross-Contamination,"Mondelez Canada Inc. is issuing a voluntary recall of select honey products due to a possible allergen cross-contamination risk. This recall affects specific batches of honey-based products across Canada and the United States. Consumers who have purchased these items are advised to check the product codes and dates listed below to determine if their purchase is affected.  All affected products will be removed from the market or have corrective action taken. This is not a food safety issue related to a hazard.  This voluntary recall focuses solely on the potential for unintended allergen exposure.  The affected products may contain traces of an allergen not listed on the product labeling. This action is being taken out of an abundance of caution and to ensure the safety and well-being of consumers.  Affected Products:  - Mondelez Honeycomb Clusters - specific batch codes and dates to be determined - Honey-infused granola bars - specific batch codes and dates to be determined  Consumers who have purchased these items are advised to check the product codes and dates below, which are available on the Mondelez website and in future communication.  Contact Information: For any queries regarding the recall, consumers can contact Mondelez customer service via phone or email. Additional details and updates will be provided through official channels as they become available. The safety of our consumers remains a top priority. Date of Recall Notification: October 26, 2023",organoleptic aspects,honey and royal jelly,altered organoleptic characteristics,honey
2021,6,29,hk,HK Honey Recall Due to Unintentional Antibiotic Contamination,"A recent batch of Select Winter Honey sold by PARKnSHOP (HK) Limited has been recalled due to the presence of an unintentional antibiotic residue (metronidazole) detected by the Centre for Food Safety (CFS).  The contamination, found in a one-kilogram bottle sample from a Yuen Long supermarket, was discovered during routine food safety testing on June 29, 2021.  The affected product's best-before date is January 10, 2023. The CFS is working to trace the complete distribution chain, and the affected batch has been recalled from store shelves. The vendor and the distributor were immediately notified of the findings, and they have stopped sales and initiated a recall process, respectively.   Consumers who have purchased this product are urged to dispose of it.  The CFS hotline (2606 8658) is available during business hours for inquiries. The investigation into the source of the contamination is ongoing and potential legal action will be taken as appropriate.  Consumers should exercise caution when purchasing similar products and be mindful of potential contamination by harmful veterinary or human-use pharmaceuticals.  This incident highlights the importance of routine food safety monitoring in ensuring the public's well-being.",chemical,honey and royal jelly,"antibiotics, vet drugs",honey
2017,11,3,ca,Mondelez Canada Recalls Christie Honey Teddy Grahams for Potential Allergen Cross-Contamination,"Mondelez Canada Inc. is recalling certain lots of Christie Honey Teddy Grahams due to possible cross-contamination with allergens.  The recall, effective immediately, affects specific batches of 225g and 6 x 30g packages.  Consumers are urged to check their pantries for any affected products and to contact Mondelez customer service or the Canadian Food Inspection Agency (CFIA) for further details, or to return them for a full refund.   The potentially contaminated product was distributed nationally. Affected products are clearly labeled with a unique product code.  The company is cooperating fully with the CFIA to determine the extent of contamination and prevent further incidents.  Complete list of affected products and codes are available on CFIA's website.  The CFIA recommends anyone with concerns about the affected product or potential allergic reactions to seek immediate medical attention. This recall does *not* apply to any other Christie products.  Contact information for the CFIA and Mondelez is readily available on their respective websites for detailed inquiries.",organoleptic aspects,honey and royal jelly,altered organoleptic characteristics,honey
